Date Time,SamplePacin,BottleNum,Incr_Flow,AliquotNum,Level_950,Vel_950,Flow_950,Battery_950,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,gal,,gal,ali,in,fps,gpm,V,in,gpm
01/29/2021 00:00:00,20000,1,797.56,0,1.42,2.35,89.206,12.51,1.69,183.387
01/29/2021 00:01:00,20000,1,1023.62,0,1.39,2.93,107.350,12.51,1.91,226.062
01/29/2021 00:02:00,20000,1,1172.85,0,1.49,3.15,128.804,12.51,1.51,149.226
01/29/2021 00:03:00,20000,1,1387.27,0,1.50,2.46,101.639,12.49,1.85,214.423
01/29/2021 00:04:00,20000,1,1568.72,0,1.26,2.41,76.291,12.50,1.68,181.447
01/29/2021 00:05:00,20000,1,1798.66,0,1.43,2.25,86.267,12.50,1.93,229.942
01/29/2021 00:06:00,20000,1,1974.29,0,0.19,2.49,4.758,12.50,1.65,175.628
01/29/2021 00:07:00,20000,1,2169.32,0,1.30,3.35,111.596,12.50,1.75,195.026
01/29/2021 00:08:00,20000,1,2472.98,0,1.47,2.96,118.140,12.50,2.27,303.667
01/29/2021 00:09:00,20000,1,2792.59,0,1.72,3.39,171.194,12.50,2.34,319.611
01/29/2021 00:10:00,20000,1,3216.79,0,2.25,3.09,232.565,12.50,2.77,424.200
01/29/2021 00:11:00,20000,1,3804.12,0,2.37,3.44,279.209,12.50,3.37,587.331
01/29/2021 00:12:00,20000,1,4340.17,0,2.87,3.78,406.519,12.50,3.19,536.050
01/29/2021 00:13:00,20000,1,4984.48,0,3.28,3.80,496.802,12.50,3.57,644.309
01/29/2021 00:14:00,20000,1,5634.97,0,3.63,3.69,558.641,12.50,3.59,650.485
01/29/2021 00:15:00,20000,1,6110.76,0,3.37,3.28,445.214,12.50,2.97,475.796
01/29/2021 00:16:00,20000,1,6545.28,0,3.14,2.65,325.526,12.50,2.81,434.519
01/29/2021 00:17:00,20000,1,7081.33,0,2.65,2.79,262.273,12.50,3.19,536.050
01/29/2021 00:18:00,20000,1,7518.43,0,2.78,2.75,280.296,12.22,2.82,437.099
01/29/2021 00:19:00,20000,1,8102.91,0,2.73,2.69,268.759,12.28,3.36,584.482
01/29/2021 00:20:00,20000,1,8636.11,0,3.10,2.72,326.977,12.21,3.18,533.201
01/29/2021 00:21:00,20000,1,9391.59,0,3.63,3.43,520.981,12.16,3.93,755.473
01/29/2021 00:22:00,20000,1,10069.86,0,3.79,3.68,594.745,12.29,3.68,678.276
01/29/2021 00:23:00,20000,1,10898.05,0,3.45,4.16,584.411,12.28,4.16,828.185
01/29/2021 00:24:00,20000,1,11493.92,0,3.45,4.06,570.493,12.48,3.40,595.877
01/29/2021 00:25:00,20000,1,12277.19,0,4.47,4.17,854.687,12.49,4.02,783.264
01/29/2021 00:26:00,20000,1,12701.39,0,5.45,3.92,1073.151,12.50,2.77,424.200
01/29/2021 00:27:00,20000,1,13291.57,0,5.98,3.88,1211.808,12.50,3.38,590.179
01/29/2021 00:28:00,20000,1,14062.48,0,4.90,4.41,1032.655,12.50,3.98,770.912
01/29/2021 00:29:00,20000,1,14655.51,0,3.81,4.35,709.433,12.50,3.39,593.028
01/29/2021 00:30:00,20000,1,15097.77,0,4.09,4.35,785.219,12.50,2.84,442.258
01/29/2021 00:31:00,20000,1,15383.21,0,4.00,3.87,676.444,12.50,2.19,285.445
01/29/2021 00:32:00,20000,1,15723.32,0,3.87,4.26,710.170,12.50,2.43,340.111
01/29/2021 00:33:00,20000,1,16008.77,0,3.07,4.43,525.637,12.50,2.19,285.445
01/29/2021 00:34:00,20000,1,16364.82,0,3.40,3.93,541.377,12.50,2.50,356.055
01/29/2021 00:35:00,20000,1,16804.50,0,2.96,4.03,453.657,12.50,2.83,439.679
01/29/2021 00:36:00,20000,1,17080.84,0,3.01,4.35,500.210,12.50,2.15,276.334
01/29/2021 00:37:00,20000,1,18268.77,0,2.98,4.08,462.497,12.50,5.21,1187.937
01/29/2021 00:38:00,20000,1,19819.42,0,4.73,4.45,991.512,12.50,6.18,1550.643
01/29/2021 00:39:00,20000,1,1670.65,0,8.52,4.07,2097.893,12.50,6.94,1851.236
01/29/2021 00:40:00,20000,1,4083.98,1,9.38,4.42,2602.264,12.44,8.30,2413.329
01/29/2021 00:41:00,20000,1,6354.44,1,9.83,4.28,2685.655,12.47,7.96,2270.456
01/29/2021 00:42:00,20000,1,8784.71,1,9.94,4.36,2781.092,12.47,8.34,2430.276
01/29/2021 00:43:00,20000,1,11484.04,1,8.83,4.14,2237.402,12.48,8.93,2699.323
01/29/2021 00:44:00,20000,1,13804.63,1,9.49,4.59,2748.295,12.47,8.08,2320.592
01/29/2021 00:45:00,20000,1,16349.29,1,9.74,4.39,2718.607,12.49,8.61,2544.665
01/29/2021 00:46:00,20000,1,19058.56,1,10.75,4.46,3167.999,12.49,8.95,2709.265
01/29/2021 00:47:00,20000,1,2187.33,1,5.80,4.01,2782.634,12.24,9.67,3128.774
