Date Time,SamplePacin,BottleNum,Incr_Flow,AliquotNum,Level_PT_No,Flow _PT,Level_PT_So
MM/dd/yyyy hh:mm:ss,cf,,cf,ali,in,cfs,in
03/03/2021 00:00:00,40000,1,0.00,0,0.92,0.455,0.30
03/03/2021 00:01:00,40000,1,0.00,,,,
03/03/2021 00:02:00,40000,1,0.00,,,,
03/03/2021 00:03:00,40000,1,0.00,,,,
03/03/2021 00:04:00,40000,1,0.00,,,,
03/03/2021 00:05:00,40000,1,0.00,0,0.95,0.470,0.27
03/03/2021 00:06:00,40000,1,0.00,,,,
03/03/2021 00:07:00,40000,1,0.00,,,,
03/03/2021 00:08:00,40000,1,0.00,,,,
03/03/2021 00:09:00,40000,1,0.00,,,,
03/03/2021 00:10:00,40000,1,0.00,0,0.97,0.480,0.29
03/03/2021 00:11:00,40000,1,0.00,,,,
03/03/2021 00:12:00,40000,1,0.00,,,,
03/03/2021 00:13:00,40000,1,0.00,,,,
03/03/2021 00:14:00,40000,1,0.00,,,,
03/03/2021 00:15:00,40000,1,0.00,0,0.98,0.485,0.31
03/03/2021 00:16:00,40000,1,0.00,,,,
03/03/2021 00:17:00,40000,1,0.00,,,,
03/03/2021 00:18:00,40000,1,0.00,,,,
03/03/2021 00:19:00,40000,1,0.00,,,,
03/03/2021 00:20:00,40000,1,0.00,0,1.01,0.500,0.29
03/03/2021 00:21:00,40000,1,0.00,,,,
03/03/2021 00:22:00,40000,1,0.00,,,,
03/03/2021 00:23:00,40000,1,0.00,,,,
03/03/2021 00:24:00,40000,1,0.00,,,,
03/03/2021 00:25:00,40000,1,0.00,0,1.04,0.515,0.30
03/03/2021 00:26:00,40000,1,0.00,,,,
03/03/2021 00:27:00,40000,1,0.00,,,,
03/03/2021 00:28:00,40000,1,0.00,,,,
03/03/2021 00:29:00,40000,1,0.00,,,,
03/03/2021 00:30:00,40000,1,0.00,0,1.03,0.510,0.30
03/03/2021 00:31:00,40000,1,0.00,,,,
03/03/2021 00:32:00,40000,1,0.00,,,,
03/03/2021 00:33:00,40000,1,0.00,,,,
03/03/2021 00:34:00,40000,1,0.00,,,,
03/03/2021 00:35:00,40000,1,0.00,0,1.05,0.520,0.29
03/03/2021 00:36:00,40000,1,0.00,,,,
03/03/2021 00:37:00,40000,1,0.00,,,,
03/03/2021 00:38:00,40000,1,0.00,,,,
03/03/2021 00:39:00,40000,1,0.00,,,,
03/03/2021 00:40:00,40000,1,0.00,0,1.05,0.520,0.30
03/03/2021 00:41:00,40000,1,0.00,,,,
03/03/2021 00:42:00,40000,1,0.00,,,,
03/03/2021 00:43:00,40000,1,0.00,,,,
03/03/2021 00:44:00,40000,1,0.00,,,,
03/03/2021 00:45:00,40000,1,0.00,0,1.05,0.520,0.29
03/03/2021 00:46:00,40000,1,0.00,,,,
03/03/2021 00:47:00,40000,1,0.00,,,,
03/03/2021 00:48:00,40000,1,0.00,,,,
03/03/2021 00:49:00,40000,1,0.00,,,,
03/03/2021 00:50:00,40000,1,0.00,0,1.06,0.525,0.29
03/03/2021 00:51:00,40000,1,0.00,,,,
03/03/2021 00:52:00,40000,1,0.00,,,,
03/03/2021 00:53:00,40000,1,0.00,,,,
03/03/2021 00:54:00,40000,1,0.00,,,,
03/03/2021 00:55:00,40000,1,0.00,0,1.06,0.525,0.30
03/03/2021 00:56:00,40000,1,0.00,,,,
03/03/2021 00:57:00,40000,1,0.00,,,,
03/03/2021 00:58:00,40000,1,0.00,,,,
03/03/2021 00:59:00,40000,1,0.00,,,,
03/03/2021 01:00:00,40000,1,0.00,0,1.06,0.525,0.31
03/03/2021 01:01:00,40000,1,0.00,,,,
03/03/2021 01:02:00,40000,1,0.00,,,,
03/03/2021 01:03:00,40000,1,0.00,,,,
03/03/2021 01:04:00,40000,1,0.00,,,,
03/03/2021 01:05:00,40000,1,0.00,0,1.09,0.540,0.31
03/03/2021 01:06:00,40000,1,0.00,,,,
03/03/2021 01:07:00,40000,1,0.00,,,,
03/03/2021 01:08:00,40000,1,0.00,,,,
03/03/2021 01:09:00,40000,1,0.00,,,,
03/03/2021 01:10:00,40000,1,0.00,0,1.06,0.525,0.30
03/03/2021 01:11:00,40000,1,0.00,,,,
03/03/2021 01:12:00,40000,1,0.00,,,,
03/03/2021 01:13:00,40000,1,0.00,,,,
03/03/2021 01:14:00,40000,1,0.00,,,,
03/03/2021 01:15:00,40000,1,0.00,0,1.10,0.545,0.32
03/03/2021 01:16:00,40000,1,0.00,,,,
03/03/2021 01:17:00,40000,1,0.00,,,,
03/03/2021 01:18:00,40000,1,0.00,,,,
03/03/2021 01:19:00,40000,1,0.00,,,,
03/03/2021 01:20:00,40000,1,0.00,0,1.09,0.540,0.31
03/03/2021 01:21:00,40000,1,0.00,,,,
03/03/2021 01:22:00,40000,1,0.00,,,,
03/03/2021 01:23:00,40000,1,0.00,,,,
03/03/2021 01:24:00,40000,1,0.00,,,,
03/03/2021 01:25:00,40000,1,0.00,0,1.06,0.525,0.33
03/03/2021 01:26:00,40000,1,0.00,,,,
03/03/2021 01:27:00,40000,1,0.00,,,,
03/03/2021 01:28:00,40000,1,0.00,,,,
03/03/2021 01:29:00,40000,1,0.00,,,,
03/03/2021 01:30:00,40000,1,0.00,0,1.08,0.535,0.33
03/03/2021 01:31:00,40000,1,0.00,,,,
03/03/2021 01:32:00,40000,1,0.00,,,,
03/03/2021 01:33:00,40000,1,0.00,,,,
03/03/2021 01:34:00,40000,1,0.00,,,,
03/03/2021 01:35:00,40000,1,0.00,0,1.08,0.535,0.33
03/03/2021 01:36:00,40000,1,0.00,,,,
03/03/2021 01:37:00,40000,1,0.00,,,,
03/03/2021 01:38:00,40000,1,0.00,,,,
03/03/2021 01:39:00,40000,1,0.00,,,,
03/03/2021 01:40:00,40000,1,0.00,0,1.08,0.535,0.31
03/03/2021 01:41:00,40000,1,0.00,,,,
03/03/2021 01:42:00,40000,1,0.00,,,,
03/03/2021 01:43:00,40000,1,0.00,,,,
03/03/2021 01:44:00,40000,1,0.00,,,,
03/03/2021 01:45:00,40000,1,0.00,0,1.08,0.535,0.31
03/03/2021 01:46:00,40000,1,0.00,,,,
03/03/2021 01:47:00,40000,1,0.00,,,,
03/03/2021 01:48:00,40000,1,0.00,,,,
03/03/2021 01:49:00,40000,1,0.00,,,,
03/03/2021 01:50:00,40000,1,0.00,0,1.11,0.550,0.31
03/03/2021 01:51:00,40000,1,0.00,,,,
03/03/2021 01:52:00,40000,1,0.00,,,,
03/03/2021 01:53:00,40000,1,0.00,,,,
03/03/2021 01:54:00,40000,1,0.00,,,,
03/03/2021 01:55:00,40000,1,0.00,0,1.10,0.545,0.30
03/03/2021 01:56:00,40000,1,0.00,,,,
03/03/2021 01:57:00,40000,1,0.00,,,,
03/03/2021 01:58:00,40000,1,0.00,,,,
03/03/2021 01:59:00,40000,1,0.00,,,,
03/03/2021 02:00:00,40000,1,0.00,0,1.06,0.525,0.31
03/03/2021 02:01:00,40000,1,0.00,,,,
03/03/2021 02:02:00,40000,1,0.00,,,,
03/03/2021 02:03:00,40000,1,0.00,,,,
03/03/2021 02:04:00,40000,1,0.00,,,,
03/03/2021 02:05:00,40000,1,0.00,0,1.08,0.535,0.31
03/03/2021 02:06:00,40000,1,0.00,,,,
03/03/2021 02:07:00,40000,1,0.00,,,,
03/03/2021 02:08:00,40000,1,0.00,,,,
03/03/2021 02:09:00,40000,1,0.00,,,,
03/03/2021 02:10:00,40000,1,0.00,0,1.06,0.525,0.31
03/03/2021 02:11:00,40000,1,0.00,,,,
03/03/2021 02:12:00,40000,1,0.00,,,,
03/03/2021 02:13:00,40000,1,0.00,,,,
03/03/2021 02:14:00,40000,1,0.00,,,,
03/03/2021 02:15:00,40000,1,0.00,0,1.08,0.535,0.32
03/03/2021 02:16:00,40000,1,0.00,,,,
03/03/2021 02:17:00,40000,1,0.00,,,,
03/03/2021 02:18:00,40000,1,0.00,,,,
03/03/2021 02:19:00,40000,1,0.00,,,,
03/03/2021 02:20:00,40000,1,0.00,0,1.06,0.525,0.33
03/03/2021 02:21:00,40000,1,0.00,,,,
03/03/2021 02:22:00,40000,1,0.00,,,,
03/03/2021 02:23:00,40000,1,0.00,,,,
03/03/2021 02:24:00,40000,1,0.00,,,,
03/03/2021 02:25:00,40000,1,0.00,0,1.06,0.525,0.33
03/03/2021 02:26:00,40000,1,0.00,,,,
03/03/2021 02:27:00,40000,1,0.00,,,,
03/03/2021 02:28:00,40000,1,0.00,,,,
03/03/2021 02:29:00,40000,1,0.00,,,,
03/03/2021 02:30:00,40000,1,0.00,0,1.07,0.530,0.32
03/03/2021 02:31:00,40000,1,0.00,,,,
03/03/2021 02:32:00,40000,1,0.00,,,,
03/03/2021 02:33:00,40000,1,0.00,,,,
03/03/2021 02:34:00,40000,1,0.00,,,,
03/03/2021 02:35:00,40000,1,0.00,0,1.08,0.535,0.31
03/03/2021 02:36:00,40000,1,0.00,,,,
03/03/2021 02:37:00,40000,1,0.00,,,,
03/03/2021 02:38:00,40000,1,0.00,,,,
03/03/2021 02:39:00,40000,1,0.00,,,,
03/03/2021 02:40:00,40000,1,0.00,0,1.07,0.530,0.32
03/03/2021 02:41:00,40000,1,0.00,,,,
03/03/2021 02:42:00,40000,1,0.00,,,,
03/03/2021 02:43:00,40000,1,0.00,,,,
03/03/2021 02:44:00,40000,1,0.00,,,,
03/03/2021 02:45:00,40000,1,0.00,0,1.08,0.535,0.33
03/03/2021 02:46:00,40000,1,0.00,,,,
03/03/2021 02:47:00,40000,1,0.00,,,,
03/03/2021 02:48:00,40000,1,0.00,,,,
03/03/2021 02:49:00,40000,1,0.00,,,,
03/03/2021 02:50:00,40000,1,0.00,0,1.08,0.535,0.32
03/03/2021 02:51:00,40000,1,0.00,,,,
03/03/2021 02:52:00,40000,1,0.00,,,,
03/03/2021 02:53:00,40000,1,0.00,,,,
03/03/2021 02:54:00,40000,1,0.00,,,,
03/03/2021 02:55:00,40000,1,0.00,0,1.09,0.540,0.32
03/03/2021 02:56:00,40000,1,0.00,,,,
03/03/2021 02:57:00,40000,1,0.00,,,,
03/03/2021 02:58:00,40000,1,0.00,,,,
03/03/2021 02:59:00,40000,1,0.00,,,,
03/03/2021 03:00:00,40000,1,0.00,0,1.07,0.530,0.34
03/03/2021 03:01:00,40000,1,0.00,,,,
03/03/2021 03:02:00,40000,1,0.00,,,,
03/03/2021 03:03:00,40000,1,0.00,,,,
03/03/2021 03:04:00,40000,1,0.00,,,,
03/03/2021 03:05:00,40000,1,0.00,0,1.09,0.540,0.33
03/03/2021 03:06:00,40000,1,0.00,,,,
03/03/2021 03:07:00,40000,1,0.00,,,,
03/03/2021 03:08:00,40000,1,0.00,,,,
03/03/2021 03:09:00,40000,1,0.00,,,,
03/03/2021 03:10:00,40000,1,0.00,0,1.11,0.550,0.33
03/03/2021 03:11:00,40000,1,0.00,,,,
03/03/2021 03:12:00,40000,1,0.00,,,,
03/03/2021 03:13:00,40000,1,0.00,,,,
03/03/2021 03:14:00,40000,1,0.00,,,,
03/03/2021 03:15:00,40000,1,0.00,0,1.12,0.554,0.32
03/03/2021 03:16:00,40000,1,0.00,,,,
03/03/2021 03:17:00,40000,1,0.00,,,,
03/03/2021 03:18:00,40000,1,0.00,,,,
03/03/2021 03:19:00,40000,1,0.00,,,,
03/03/2021 03:20:00,40000,1,0.00,0,1.14,0.564,0.34
03/03/2021 03:21:00,40000,1,0.00,,,,
03/03/2021 03:22:00,40000,1,0.00,,,,
03/03/2021 03:23:00,40000,1,0.00,,,,
03/03/2021 03:24:00,40000,1,0.00,,,,
03/03/2021 03:25:00,40000,1,0.00,0,1.15,0.569,0.33
03/03/2021 03:26:00,40000,1,0.00,,,,
03/03/2021 03:27:00,40000,1,0.00,,,,
03/03/2021 03:28:00,40000,1,0.00,,,,
03/03/2021 03:29:00,40000,1,0.00,,,,
03/03/2021 03:30:00,40000,1,0.00,0,1.15,0.569,0.32
03/03/2021 03:31:00,40000,1,0.00,,,,
03/03/2021 03:32:00,40000,1,0.00,,,,
03/03/2021 03:33:00,40000,1,0.00,,,,
03/03/2021 03:34:00,40000,1,0.00,,,,
03/03/2021 03:35:00,40000,1,0.00,0,1.14,0.564,0.31
03/03/2021 03:36:00,40000,1,0.00,,,,
03/03/2021 03:37:00,40000,1,0.00,,,,
03/03/2021 03:38:00,40000,1,0.00,,,,
03/03/2021 03:39:00,40000,1,0.00,,,,
03/03/2021 03:40:00,40000,1,0.00,0,1.15,0.569,0.32
03/03/2021 03:41:00,40000,1,0.00,,,,
03/03/2021 03:42:00,40000,1,0.00,,,,
03/03/2021 03:43:00,40000,1,0.00,,,,
03/03/2021 03:44:00,40000,1,0.00,,,,
03/03/2021 03:45:00,40000,1,0.00,0,1.15,0.569,0.40
03/03/2021 03:46:00,40000,1,0.00,,,,
03/03/2021 03:47:00,40000,1,0.00,,,,
03/03/2021 03:48:00,40000,1,0.00,,,,
03/03/2021 03:49:00,40000,1,0.00,,,,
03/03/2021 03:50:00,40000,1,0.00,0,1.15,0.569,0.33
03/03/2021 03:51:00,40000,1,0.00,,,,
03/03/2021 03:52:00,40000,1,0.00,,,,
03/03/2021 03:53:00,40000,1,0.00,,,,
03/03/2021 03:54:00,40000,1,0.00,,,,
03/03/2021 03:55:00,40000,1,0.00,0,1.14,0.564,0.33
03/03/2021 03:56:00,40000,1,0.00,,,,
03/03/2021 03:57:00,40000,1,0.00,,,,
03/03/2021 03:58:00,40000,1,0.00,,,,
03/03/2021 03:59:00,40000,1,0.00,,,,
03/03/2021 04:00:00,40000,1,0.00,0,1.15,0.569,0.34
03/03/2021 04:01:00,40000,1,0.00,,,,
03/03/2021 04:02:00,40000,1,0.00,,,,
03/03/2021 04:03:00,40000,1,0.00,,,,
03/03/2021 04:04:00,40000,1,0.00,,,,
03/03/2021 04:05:00,40000,1,0.00,0,1.18,0.584,0.33
03/03/2021 04:06:00,40000,1,0.00,,,,
03/03/2021 04:07:00,40000,1,0.00,,,,
03/03/2021 04:08:00,40000,1,0.00,,,,
03/03/2021 04:09:00,40000,1,0.00,,,,
03/03/2021 04:10:00,40000,1,0.00,0,1.15,0.569,0.34
03/03/2021 04:11:00,40000,1,0.00,,,,
03/03/2021 04:12:00,40000,1,0.00,,,,
03/03/2021 04:13:00,40000,1,0.00,,,,
03/03/2021 04:14:00,40000,1,0.00,,,,
03/03/2021 04:15:00,40000,1,0.00,0,1.14,0.564,0.34
03/03/2021 04:16:00,40000,1,0.00,,,,
03/03/2021 04:17:00,40000,1,0.00,,,,
03/03/2021 04:18:00,40000,1,0.00,,,,
03/03/2021 04:19:00,40000,1,0.00,,,,
03/03/2021 04:20:00,40000,1,0.00,0,1.18,0.584,0.36
03/03/2021 04:21:00,40000,1,0.00,,,,
03/03/2021 04:22:00,40000,1,0.00,,,,
03/03/2021 04:23:00,40000,1,0.00,,,,
03/03/2021 04:24:00,40000,1,0.00,,,,
03/03/2021 04:25:00,40000,1,0.00,0,1.17,0.579,0.36
03/03/2021 04:26:00,40000,1,0.00,,,,
03/03/2021 04:27:00,40000,1,0.00,,,,
03/03/2021 04:28:00,40000,1,0.00,,,,
03/03/2021 04:29:00,40000,1,0.00,,,,
03/03/2021 04:30:00,40000,1,0.00,0,1.18,0.584,0.37
03/03/2021 04:31:00,40000,1,0.00,,,,
03/03/2021 04:32:00,40000,1,0.00,,,,
03/03/2021 04:33:00,40000,1,0.00,,,,
03/03/2021 04:34:00,40000,1,0.00,,,,
03/03/2021 04:35:00,40000,1,0.00,0,1.16,0.574,0.36
03/03/2021 04:36:00,40000,1,0.00,,,,
03/03/2021 04:37:00,40000,1,0.00,,,,
03/03/2021 04:38:00,40000,1,0.00,,,,
03/03/2021 04:39:00,40000,1,0.00,,,,
03/03/2021 04:40:00,40000,1,0.00,0,1.19,0.589,0.36
03/03/2021 04:41:00,40000,1,0.00,,,,
03/03/2021 04:42:00,40000,1,0.00,,,,
03/03/2021 04:43:00,40000,1,0.00,,,,
03/03/2021 04:44:00,40000,1,0.00,,,,
03/03/2021 04:45:00,40000,1,0.00,0,1.19,0.589,0.36
03/03/2021 04:46:00,40000,1,0.00,,,,
03/03/2021 04:47:00,40000,1,0.00,,,,
03/03/2021 04:48:00,40000,1,0.00,,,,
03/03/2021 04:49:00,40000,1,0.00,,,,
03/03/2021 04:50:00,40000,1,0.00,0,1.18,0.584,0.37
03/03/2021 04:51:00,40000,1,0.00,,,,
03/03/2021 04:52:00,40000,1,0.00,,,,
03/03/2021 04:53:00,40000,1,0.00,,,,
03/03/2021 04:54:00,40000,1,0.00,,,,
03/03/2021 04:55:00,40000,1,0.00,0,1.20,0.594,0.37
03/03/2021 04:56:00,40000,1,0.00,,,,
03/03/2021 04:57:00,40000,1,0.00,,,,
03/03/2021 04:58:00,40000,1,0.00,,,,
03/03/2021 04:59:00,40000,1,0.00,,,,
03/03/2021 05:00:00,40000,1,0.00,0,1.19,0.589,0.36
03/03/2021 05:01:00,40000,1,0.00,,,,
03/03/2021 05:02:00,40000,1,0.00,,,,
