Date Time,SamplePacin,BottleNum,Incr_Flow,AliquotNum,Level_950,Vel_950,Flow_950,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,gal,,gal,ali,in,fps,gpm,in,gpm
03/03/2021 10:00:00,2000,1,0.00,0,0.69,0.01,0.115,0.58,0.697
03/03/2021 10:01:00,2000,1,0.00,,,,,,
03/03/2021 10:02:00,2000,1,0.00,,,,,,
03/03/2021 10:03:00,2000,1,0.00,,,,,,
03/03/2021 10:04:00,2000,1,0.00,,,,,,
03/03/2021 10:05:00,2000,1,0.00,0,0.60,0.01,0.095,0.59,0.740
03/03/2021 10:06:00,2000,1,0.00,,,,,,
03/03/2021 10:07:00,2000,1,0.00,,,,,,
03/03/2021 10:08:00,2000,1,0.00,,,,,,
03/03/2021 10:09:00,2000,1,0.00,,,,,,
03/03/2021 10:10:00,2000,1,0.00,0,0.65,0.01,0.105,0.58,0.697
03/03/2021 10:11:00,2000,1,0.00,,,,,,
03/03/2021 10:12:00,2000,1,0.00,,,,,,
03/03/2021 10:13:00,2000,1,0.00,,,,,,
03/03/2021 10:14:00,2000,1,0.00,,,,,,
03/03/2021 10:15:00,2000,1,0.00,0,0.69,0.01,0.115,0.57,0.654
03/03/2021 10:16:00,2000,1,0.00,,,,,,
03/03/2021 10:17:00,2000,1,0.00,,,,,,
03/03/2021 10:18:00,2000,1,0.00,,,,,,
03/03/2021 10:19:00,2000,1,0.00,,,,,,
03/03/2021 10:20:00,2000,1,0.00,0,0.65,0.01,0.105,0.60,0.783
03/03/2021 10:21:00,2000,1,0.00,,,,,,
03/03/2021 10:22:00,2000,1,0.00,,,,,,
03/03/2021 10:23:00,2000,1,0.00,,,,,,
03/03/2021 10:24:00,2000,1,0.00,,,,,,
03/03/2021 10:25:00,2000,1,0.00,0,0.65,0.01,0.105,0.58,0.697
03/03/2021 10:26:00,2000,1,0.00,,,,,,
03/03/2021 10:27:00,2000,1,0.00,,,,,,
03/03/2021 10:28:00,2000,1,0.00,,,,,,
03/03/2021 10:29:00,2000,1,0.00,,,,,,
03/03/2021 10:30:00,2000,1,0.00,0,0.69,0.01,0.115,0.59,0.740
03/03/2021 10:31:00,2000,1,0.00,,,,,,
03/03/2021 10:32:00,2000,1,0.00,,,,,,
03/03/2021 10:33:00,2000,1,0.00,,,,,,
03/03/2021 10:34:00,2000,1,0.00,,,,,,
03/03/2021 10:35:00,2000,1,0.00,0,0.73,0.01,0.126,0.61,0.826
03/03/2021 10:36:00,2000,1,0.00,,,,,,
03/03/2021 10:37:00,2000,1,0.00,,,,,,
03/03/2021 10:38:00,2000,1,0.00,,,,,,
03/03/2021 10:39:00,2000,1,0.00,,,,,,
03/03/2021 10:40:00,2000,1,0.00,0,0.86,0.01,0.160,0.78,2.019
03/03/2021 10:41:00,2000,1,0.00,,,,,,
