Date Time,SamplePacin,BottleNum,Incr_Flow,AliquotNum,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,cf,,cf,ali,in,cfs
03/10/2021 00:00:00,1500,1,0.00,0,2.28,0.202
03/10/2021 00:01:00,1500,1,0.00,,,
03/10/2021 00:02:00,1500,1,0.00,,,
03/10/2021 00:03:00,1500,1,0.00,,,
03/10/2021 00:04:00,1500,1,0.00,,,
03/10/2021 00:05:00,1500,1,0.00,0,2.27,0.201
03/10/2021 00:06:00,1500,1,0.00,,,
03/10/2021 00:07:00,1500,1,0.00,,,
03/10/2021 00:08:00,1500,1,0.00,,,
03/10/2021 00:09:00,1500,1,0.00,,,
03/10/2021 00:10:00,1500,1,0.00,0,2.28,0.202
03/10/2021 00:11:00,1500,1,0.00,,,
03/10/2021 00:12:00,1500,1,0.00,,,
03/10/2021 00:13:00,1500,1,0.00,,,
03/10/2021 00:14:00,1500,1,0.00,,,
03/10/2021 00:15:00,1500,1,0.00,0,2.31,0.205
03/10/2021 00:16:00,1500,1,0.00,,,
03/10/2021 00:17:00,1500,1,0.00,,,
03/10/2021 00:18:00,1500,1,0.00,,,
03/10/2021 00:19:00,1500,1,0.00,,,
03/10/2021 00:20:00,1500,1,0.00,0,2.32,0.206
03/10/2021 00:21:00,1500,1,0.00,,,
03/10/2021 00:22:00,1500,1,0.00,,,
03/10/2021 00:23:00,1500,1,0.00,,,
03/10/2021 00:24:00,1500,1,0.00,,,
03/10/2021 00:25:00,1500,1,0.00,0,2.28,0.202
03/10/2021 00:26:00,1500,1,0.00,,,
03/10/2021 00:27:00,1500,1,0.00,,,
03/10/2021 00:28:00,1500,1,0.00,,,
03/10/2021 00:29:00,1500,1,0.00,,,
03/10/2021 00:30:00,1500,1,0.00,0,2.30,0.204
03/10/2021 00:31:00,1500,1,0.00,,,
03/10/2021 00:32:00,1500,1,0.00,,,
03/10/2021 00:33:00,1500,1,0.00,,,
03/10/2021 00:34:00,1500,1,0.00,,,
03/10/2021 00:35:00,1500,1,0.00,0,2.29,0.203
03/10/2021 00:36:00,1500,1,0.00,,,
03/10/2021 00:37:00,1500,1,0.00,,,
03/10/2021 00:38:00,1500,1,0.00,,,
03/10/2021 00:39:00,1500,1,0.00,,,
03/10/2021 00:40:00,1500,1,0.00,0,2.28,0.202
03/10/2021 00:41:00,1500,1,0.00,,,
03/10/2021 00:42:00,1500,1,0.00,,,
03/10/2021 00:43:00,1500,1,0.00,,,
03/10/2021 00:44:00,1500,1,0.00,,,
03/10/2021 00:45:00,1500,1,0.00,0,2.31,0.205
03/10/2021 00:46:00,1500,1,0.00,,,
03/10/2021 00:47:00,1500,1,0.00,,,
03/10/2021 00:48:00,1500,1,0.00,,,
03/10/2021 00:49:00,1500,1,0.00,,,
03/10/2021 00:50:00,1500,1,0.00,0,2.31,0.205
03/10/2021 00:51:00,1500,1,0.00,,,
03/10/2021 00:52:00,1500,1,0.00,,,
03/10/2021 00:53:00,1500,1,0.00,,,
03/10/2021 00:54:00,1500,1,0.00,,,
03/10/2021 00:55:00,1500,1,0.00,0,2.29,0.203
03/10/2021 00:56:00,1500,1,0.00,,,
03/10/2021 00:57:00,1500,1,0.00,,,
03/10/2021 00:58:00,1500,1,0.00,,,
03/10/2021 00:59:00,1500,1,0.00,,,
03/10/2021 01:00:00,1500,1,0.00,0,2.29,0.203
03/10/2021 01:01:00,1500,1,0.00,,,
03/10/2021 01:02:00,1500,1,0.00,,,
03/10/2021 01:03:00,1500,1,0.00,,,
03/10/2021 01:04:00,1500,1,0.00,,,
03/10/2021 01:05:00,1500,1,0.00,0,2.26,0.200
03/10/2021 01:06:00,1500,1,0.00,,,
03/10/2021 01:07:00,1500,1,0.00,,,
03/10/2021 01:08:00,1500,1,0.00,,,
03/10/2021 01:09:00,1500,1,0.00,,,
03/10/2021 01:10:00,1500,1,0.00,0,2.28,0.202
03/10/2021 01:11:00,1500,1,0.00,,,
03/10/2021 01:12:00,1500,1,0.00,,,
03/10/2021 01:13:00,1500,1,0.00,,,
03/10/2021 01:14:00,1500,1,0.00,,,
03/10/2021 01:15:00,1500,1,0.00,0,2.35,0.209
03/10/2021 01:16:00,1500,1,0.00,,,
03/10/2021 01:17:00,1500,1,0.00,,,
03/10/2021 01:18:00,1500,1,0.00,,,
03/10/2021 01:19:00,1500,1,0.00,,,
03/10/2021 01:20:00,1500,1,0.00,0,2.33,0.207
03/10/2021 01:21:00,1500,1,0.00,,,
