Date Time,SamplePacin,BottleNum,Incr_Flow,AliquotNum,Level_PT,Flow _PT
MM/dd/yyyy hh:mm:ss,cf,,cf,ali,in,cfs
03/03/2021 12:00:00,1000,1,0.00,0,1.59,0.159
03/03/2021 12:01:00,1000,1,0.00,,,
03/03/2021 12:02:00,1000,1,0.00,,,
03/03/2021 12:03:00,1000,1,0.00,,,
03/03/2021 12:04:00,1000,1,0.00,,,
03/03/2021 12:05:00,1000,1,0.00,0,1.64,0.161
03/03/2021 12:06:00,1000,1,0.00,,,
03/03/2021 12:07:00,1000,1,0.00,,,
03/03/2021 12:08:00,1000,1,0.00,,,
03/03/2021 12:09:00,1000,1,0.00,,,
03/03/2021 12:10:00,1000,1,0.00,0,1.62,0.160
03/03/2021 12:11:00,1000,1,0.00,,,
03/03/2021 12:12:00,1000,1,0.00,,,
03/03/2021 12:13:00,1000,1,0.00,,,
03/03/2021 12:14:00,1000,1,0.00,,,
03/03/2021 12:15:00,1000,1,0.00,0,1.64,0.161
03/03/2021 12:16:00,1000,1,0.00,,,
03/03/2021 12:17:00,1000,1,0.00,,,
03/03/2021 12:18:00,1000,1,0.00,,,
03/03/2021 12:19:00,1000,1,0.00,,,
03/03/2021 12:20:00,1000,1,0.00,0,1.61,0.160
03/03/2021 12:21:00,1000,1,0.00,,,
03/03/2021 12:22:00,1000,1,0.00,,,
03/03/2021 12:23:00,1000,1,0.00,,,
03/03/2021 12:24:00,1000,1,0.00,,,
03/03/2021 12:25:00,1000,1,0.00,0,1.62,0.160
03/03/2021 12:26:00,1000,1,0.00,,,
03/03/2021 12:27:00,1000,1,0.00,,,
03/03/2021 12:28:00,1000,1,0.00,,,
03/03/2021 12:29:00,1000,1,0.00,,,
03/03/2021 12:30:00,1000,1,0.00,0,1.61,0.160
03/03/2021 12:31:00,1000,1,0.00,,,
03/03/2021 12:32:00,1000,1,0.00,,,
03/03/2021 12:33:00,1000,1,0.00,,,
03/03/2021 12:34:00,1000,1,0.00,,,
03/03/2021 12:35:00,1000,1,0.00,0,1.61,0.160
03/03/2021 12:36:00,1000,1,0.00,,,
03/03/2021 12:37:00,1000,1,0.00,,,
