Date,Time,PT Level,Flow_cfs,Curr_pacing,FlowVolume,Aliquot_Num
MM/dd/yyyy,hh:mm:ss,in,,,,ali
10/21/2020,00:00:00,2.56,0.11,12000.00,0.00,0
10/21/2020,00:05:00,2.55,0.11,12000.00,0.00,0
10/21/2020,00:10:00,2.55,0.11,12000.00,0.00,0
10/21/2020,00:15:00,2.58,0.11,12000.00,0.00,0
10/21/2020,00:20:00,2.57,0.11,12000.00,0.00,0
10/21/2020,00:25:00,2.56,0.11,12000.00,0.00,0
10/21/2020,00:30:00,2.55,0.11,12000.00,0.00,0
10/21/2020,00:35:00,2.56,0.11,12000.00,0.00,0
10/21/2020,00:40:00,2.57,0.11,12000.00,0.00,0
10/21/2020,00:45:00,2.57,0.11,12000.00,0.00,0
10/21/2020,00:50:00,2.56,0.11,12000.00,0.00,0
10/21/2020,00:55:00,2.58,0.11,12000.00,0.00,0
10/21/2020,01:00:00,2.56,0.11,12000.00,0.00,0
10/21/2020,01:05:00,2.58,0.11,12000.00,0.00,0
10/21/2020,01:10:00,2.59,0.11,12000.00,0.00,0
10/21/2020,01:15:00,2.58,0.11,12000.00,0.00,0
10/21/2020,01:20:00,2.60,0.12,12000.00,0.00,0
10/21/2020,01:25:00,2.57,0.11,12000.00,0.00,0
10/21/2020,01:30:00,2.61,0.12,12000.00,0.00,0
10/21/2020,01:35:00,2.59,0.11,12000.00,0.00,0
10/21/2020,01:40:00,2.57,0.11,12000.00,0.00,0
10/21/2020,01:45:00,2.58,0.11,12000.00,0.00,0
10/21/2020,01:50:00,2.61,0.12,12000.00,0.00,0
10/21/2020,01:55:00,2.59,0.11,12000.00,0.00,0
10/21/2020,02:00:00,2.62,0.12,12000.00,0.00,0
10/21/2020,02:05:00,2.61,0.12,12000.00,0.00,0
10/21/2020,02:10:00,2.57,0.11,12000.00,0.00,0
10/21/2020,02:15:00,2.59,0.11,12000.00,0.00,0
10/21/2020,02:20:00,2.59,0.11,12000.00,0.00,0
10/21/2020,02:25:00,2.61,0.12,12000.00,0.00,0
10/21/2020,02:30:00,2.61,0.12,12000.00,0.00,0
10/21/2020,02:35:00,2.59,0.11,12000.00,0.00,0
10/21/2020,02:40:00,2.62,0.12,12000.00,0.00,0
10/21/2020,02:45:00,2.61,0.12,12000.00,0.00,0
10/21/2020,02:50:00,2.61,0.12,12000.00,0.00,0
10/21/2020,02:55:00,2.58,0.11,12000.00,0.00,0
10/21/2020,03:00:00,2.61,0.12,12000.00,0.00,0
10/21/2020,03:05:00,2.60,0.12,12000.00,0.00,0
10/21/2020,03:10:00,2.58,0.11,12000.00,0.00,0
10/21/2020,03:15:00,2.61,0.12,12000.00,0.00,0
10/21/2020,03:20:00,2.61,0.12,12000.00,0.00,0
10/21/2020,03:25:00,2.60,0.12,12000.00,0.00,0
10/21/2020,03:30:00,2.60,0.12,12000.00,0.00,0
10/21/2020,03:35:00,2.61,0.12,12000.00,0.00,0
10/21/2020,03:40:00,2.60,0.12,12000.00,0.00,0
10/21/2020,03:45:00,2.62,0.12,12000.00,0.00,0
10/21/2020,03:50:00,2.58,0.11,12000.00,0.00,0
10/21/2020,03:55:00,2.61,0.12,12000.00,0.00,0
10/21/2020,04:00:00,2.61,0.12,12000.00,0.00,0
10/21/2020,04:05:00,2.61,0.12,12000.00,0.00,0
10/21/2020,04:10:00,2.59,0.11,12000.00,0.00,0
10/21/2020,04:15:00,2.58,0.11,12000.00,0.00,0
10/21/2020,04:20:00,2.59,0.11,12000.00,0.00,0
10/21/2020,04:25:00,2.62,0.12,12000.00,0.00,0
10/21/2020,04:30:00,2.64,0.12,12000.00,0.00,0
10/21/2020,04:35:00,2.62,0.12,12000.00,0.00,0
10/21/2020,04:40:00,2.61,0.12,12000.00,0.00,0
10/21/2020,04:45:00,2.61,0.12,12000.00,0.00,0
10/21/2020,04:50:00,2.60,0.12,12000.00,0.00,0
10/21/2020,04:55:00,2.63,0.12,12000.00,0.00,0
10/21/2020,05:00:00,2.59,0.11,12000.00,0.00,0
10/21/2020,05:05:00,2.63,0.12,12000.00,0.00,0
10/21/2020,05:10:00,2.62,0.12,12000.00,0.00,0
10/21/2020,05:15:00,2.65,0.12,12000.00,0.00,0
10/21/2020,05:20:00,2.64,0.12,12000.00,0.00,0
10/21/2020,05:25:00,2.65,0.12,12000.00,0.00,0
10/21/2020,05:30:00,2.65,0.12,12000.00,0.00,0
10/21/2020,05:35:00,2.64,0.12,12000.00,0.00,0
10/21/2020,05:40:00,2.62,0.12,12000.00,0.00,0
10/21/2020,05:45:00,2.64,0.12,12000.00,0.00,0
10/21/2020,05:50:00,2.63,0.12,12000.00,0.00,0
10/21/2020,05:55:00,2.64,0.12,12000.00,0.00,0
10/21/2020,06:00:00,2.64,0.12,12000.00,0.00,0
10/21/2020,06:05:00,2.61,0.12,12000.00,0.00,0
10/21/2020,06:10:00,2.62,0.12,12000.00,0.00,0
10/21/2020,06:15:00,2.64,0.12,12000.00,0.00,0
10/21/2020,06:20:00,2.65,0.12,12000.00,0.00,0
10/21/2020,06:25:00,2.67,0.12,12000.00,0.00,0
10/21/2020,06:30:00,2.66,0.12,12000.00,0.00,0
10/21/2020,06:35:00,2.64,0.12,12000.00,0.00,0
10/21/2020,06:40:00,2.64,0.12,12000.00,0.00,0
10/21/2020,06:45:00,2.67,0.12,12000.00,0.00,0
10/21/2020,06:50:00,2.68,0.12,12000.00,0.00,0
10/21/2020,06:55:00,2.64,0.12,12000.00,0.00,0
10/21/2020,07:00:00,2.64,0.12,12000.00,0.00,0
10/21/2020,07:05:00,2.60,0.12,12000.00,0.00,0
10/21/2020,07:10:00,2.64,0.12,12000.00,0.00,0
10/21/2020,07:15:00,2.65,0.12,12000.00,0.00,0
10/21/2020,07:20:00,2.68,0.12,12000.00,0.00,0
10/21/2020,07:25:00,2.62,0.12,12000.00,0.00,0
10/21/2020,07:30:00,2.65,0.12,12000.00,0.00,0
10/21/2020,07:35:00,2.68,0.12,12000.00,0.00,0
10/21/2020,07:40:00,2.68,0.12,12000.00,0.00,0
10/21/2020,07:45:00,2.68,0.12,12000.00,0.00,0
10/21/2020,07:50:00,2.66,0.12,12000.00,0.00,0
10/21/2020,07:55:00,2.70,0.12,12000.00,0.00,0
10/21/2020,08:00:00,2.68,0.12,12000.00,0.00,0
10/21/2020,08:05:00,2.68,0.12,12000.00,0.00,0
10/21/2020,08:10:00,2.69,0.12,12000.00,0.00,0
10/21/2020,08:15:00,2.71,0.12,12000.00,0.00,0
10/21/2020,08:20:00,2.71,0.12,12000.00,0.00,0
10/21/2020,08:25:00,2.70,0.12,12000.00,0.00,0
10/21/2020,08:30:00,2.73,0.12,12000.00,0.00,0
10/21/2020,08:35:00,2.72,0.12,12000.00,0.00,0
10/21/2020,08:40:00,2.72,0.12,12000.00,0.00,0
10/21/2020,08:45:00,2.75,0.12,12000.00,0.00,0
10/21/2020,08:50:00,2.75,0.12,12000.00,0.00,0
10/21/2020,08:55:00,2.76,0.12,12000.00,0.00,0
10/21/2020,09:00:00,2.79,0.12,12000.00,0.00,0
10/21/2020,09:05:00,2.76,0.12,12000.00,0.00,0
10/21/2020,09:10:00,2.79,0.12,12000.00,0.00,0
10/21/2020,09:15:00,2.82,0.13,12000.00,0.00,0
10/21/2020,09:20:00,2.83,0.13,12000.00,0.00,0
10/21/2020,09:25:00,2.84,0.13,12000.00,0.00,0
10/21/2020,09:30:00,2.86,0.13,12000.00,0.00,0
10/21/2020,09:35:00,2.87,0.13,12000.00,0.00,0
10/21/2020,09:40:00,2.91,0.13,12000.00,0.00,0
10/21/2020,09:45:00,2.89,0.13,12000.00,0.00,0
10/21/2020,09:50:00,2.93,0.13,12000.00,0.00,0
10/21/2020,09:55:00,2.93,0.13,12000.00,0.00,0
10/21/2020,10:00:00,2.94,0.13,12000.00,0.00,0
10/21/2020,10:05:00,2.93,0.13,12000.00,0.00,0
10/21/2020,10:10:00,2.99,0.13,12000.00,0.00,0
10/21/2020,10:15:00,3.02,0.13,12000.00,0.00,0
10/21/2020,10:20:00,2.99,0.13,12000.00,0.00,0
10/21/2020,10:25:00,3.07,0.14,12000.00,0.00,0
10/21/2020,10:30:00,3.04,0.13,12000.00,0.00,0
10/21/2020,10:35:00,3.07,0.14,12000.00,0.00,0
10/21/2020,10:40:00,3.18,0.14,12000.00,0.00,0
10/21/2020,10:45:00,3.23,0.14,12000.00,0.00,0
10/21/2020,10:50:00,3.29,0.15,12000.00,0.00,0
10/21/2020,10:55:00,3.33,0.15,12000.00,0.00,0
10/21/2020,11:00:00,3.27,0.15,12000.00,0.00,0
10/21/2020,11:05:00,3.27,0.15,12000.00,0.00,0
10/21/2020,11:10:00,3.24,0.14,12000.00,0.00,0
10/21/2020,11:15:00,3.21,0.14,12000.00,0.00,0
10/21/2020,11:20:00,3.19,0.14,12000.00,0.00,0
10/21/2020,11:25:00,3.27,0.15,12000.00,0.00,0
10/21/2020,11:30:00,3.27,0.15,12000.00,0.00,0
10/21/2020,11:35:00,3.29,0.15,12000.00,0.00,0
10/21/2020,11:40:00,3.31,0.15,12000.00,0.00,0
10/21/2020,11:45:00,3.35,0.15,12000.00,0.00,0
10/21/2020,11:50:00,3.33,0.15,12000.00,0.00,0
10/21/2020,11:55:00,3.38,0.15,12000.00,0.00,0
10/21/2020,12:00:00,3.39,0.15,12000.00,0.00,0
10/21/2020,12:05:00,3.41,0.15,12000.00,0.00,0
10/21/2020,12:10:00,3.37,0.15,12000.00,0.00,0
10/21/2020,12:15:00,3.33,0.15,12000.00,0.00,0
10/21/2020,12:20:00,3.27,0.15,12000.00,0.00,0
10/21/2020,12:25:00,3.27,0.15,12000.00,0.00,0
10/21/2020,12:30:00,3.23,0.14,12000.00,0.00,0
10/21/2020,12:35:00,3.23,0.14,12000.00,0.00,0
10/21/2020,12:40:00,3.26,0.14,12000.00,0.00,0
10/21/2020,12:45:00,3.21,0.14,12000.00,0.00,0
10/21/2020,12:50:00,3.28,0.15,12000.00,0.00,0
10/21/2020,12:55:00,3.27,0.15,12000.00,0.00,0
10/21/2020,13:00:00,3.27,0.15,12000.00,0.00,0
10/21/2020,13:05:00,3.21,0.14,12000.00,0.00,0
10/21/2020,13:10:00,3.24,0.14,12000.00,0.00,0
10/21/2020,13:15:00,3.21,0.14,12000.00,0.00,0
10/21/2020,13:20:00,3.23,0.14,12000.00,0.00,0
10/21/2020,13:25:00,3.27,0.15,12000.00,0.00,0
10/21/2020,13:30:00,3.29,0.15,12000.00,0.00,0
10/21/2020,13:35:00,3.32,0.15,12000.00,0.00,0
10/21/2020,13:40:00,3.32,0.15,12000.00,0.00,0
10/21/2020,13:45:00,3.33,0.15,12000.00,0.00,0
