Date,Time,Label,Value,Units,Quality
11/06/2020,09:54:59,SDI XDT,0,,G
11/06/2020,10:57:49,Time Before Change,-3600000,ms,G
11/06/2020,09:57:49,Time After Change,-3600000,ms,G
11/06/2020,09:57:49,Local Time Offset Change,0,,G
11/06/2020,09:57:49,Setup Change,0,,G
11/06/2020,09:57:52,SDI XDT,0,,G
11/06/2020,09:59:00,Client Conn,61,,G
11/06/2020,14:27:42,Client Conn,62,,G
11/07/2020,09:59:59,SDI XDT,0,,G
11/08/2020,10:04:59,SDI XDT,0,,G
11/08/2020,15:09:54,Log Download,0,,G
11/08/2020,15:10:58,Setup Change,0,,G
11/08/2020,15:11:16,Client Conn,63,,G
11/09/2020,10:04:59,SDI XDT,0,,G
11/10/2020,10:09:59,SDI XDT,0,,G
11/11/2020,10:14:59,SDI XDT,0,,G
11/12/2020,10:14:59,SDI XDT,0,,G
11/13/2020,10:19:59,SDI XDT,0,,G
11/14/2020,10:24:59,SDI XDT,0,,G
11/15/2020,10:24:59,SDI XDT,0,,G
11/16/2020,10:29:59,SDI XDT,0,,G
11/17/2020,10:29:59,SDI XDT,0,,G
11/18/2020,10:29:59,SDI XDT,0,,G
11/18/2020,16:06:51,Log Download,0,,G
11/18/2020,16:08:42,Client Conn,64,,G
11/19/2020,08:40:16,Log Download,0,,G
11/19/2020,08:41:43,Client Conn,65,,G
11/19/2020,09:35:54,Log Download,0,,G
11/19/2020,09:36:15,Client Conn,66,,G
11/19/2020,10:31:18,SDI XDT,0,,G
11/20/2020,10:34:59,SDI XDT,0,,G
11/20/2020,11:08:21,Log Download,0,,G
11/20/2020,11:08:40,Log Download,0,,G
